id	text	category	cleaned_text
MA_YT1547	@USER S R ila mole evdyum paranjitila..actorne models akuna samooham anu en parayuna e maha vyakthi thane anu mathu kutide interviewil irnu huka valichathu..porathathinum dialogum...ath kandu insURL akam ee teenage piler!!	NOT	user s r ila mole evdyum paranjitila.actorne models akuna samooham anu en parayuna e maha vyakthi thane anu mathu kutide interviewil irnu huka valichathu.porathathinum dialogum.ath kandu insurl akam ee teenage piler!!
MA_YT1548	10 paisak vivaram illatha oola	OFF	10 paisak vivaram illatha oola
MA_YT1549	Ninte karyathil oru theerumanamaii	NOT	ninte karyathil oru theerumanamaii
MA_YT1550	@USER Rhythms Ayyada....appo aa Casaba movie le police kaari pennumURL swabhaavamo?? Athinu oru kozhappavumillaarikkum!!!!	OFF	user rhythms ayyada.appo aa casaba movie le police kaari pennumurl swabhaavamo?? athinu oru kozhappavumillaarikkum!!!!
MA_YT1551	Ninakh 8nde pani kittum punnara pu.........mole	OFF	ninakh 8nde pani kittum punnara pu.mole
MA_YT1552	Hayye. Mattullavar parayunnathu represent cheyyukayanu parvathy. Kannnu mizhichu nokku hei.	NOT	hayye. mattullavar parayunnathu represent cheyyukayanu parvathy. kannnu mizhichu nokku hei.
MA_YT1553	Thenga kola, nee ano Malayalam filmine kurich parayunnath... dairyamundel 15 minut thettathe Malayalam parayan... ennitt nee undakkan vaa	OFF	thenga kola, nee ano malayalam filmine kurich parayunnath. dairyamundel 15 minut thettathe malayalam parayan. ennitt nee undakkan vaa
MA_YT1554	Nannayi malayalam samsarikkum.. ningale poyi malayalam interview nokke.. Nalla vrithikke samsarikkum.. Orupadu vayikkuna aala parvathy	NOT	nannayi malayalam samsarikkum. ningale poyi malayalam interview nokke. nalla vrithikke samsarikkum. orupadu vayikkuna aala parvathy
MA_YT1555	Nee kalikunnadh ikkande movinoda marakamda	OFF	nee kalikunnadh ikkande movinoda marakamda
MA_YT1556	Ahankarathinu kayyum kalum vechaval	OFF	ahankarathinu kayyum kalum vechaval
MA_YT1557	Edi poor mole ink fullonnum thirinjeeillya ante oru pootthe english.edi j english thanthakk indayathano.aarum kanathe kalla vedim bech nadanno .	OFF	edi poor mole ink fullonnum thirinjeeillya ante oru pootthe english.edi j english thanthakk indayathano.aarum kanathe kalla vedim bech nadanno .
MA_YT1558	podii poori molai eval abhanayikkunna valya pavithram ayittu	OFF	podii poori molai eval abhanayikkunna valya pavithram ayittu
MA_YT1559	Oh.. Ninte kannu URL square aano.. aanalle..	NOT	oh. ninte kannu url square aano. aanalle.
MA_YT1560	rima kallingalinte oru tholinja chiri..naari	OFF	rima kallingalinte oru tholinja chiri.naari
MA_YT1561	Cinemaye cinema aayi kanan adhyam ni padik ennitt vannu chelayk	NOT	cinemaye cinema aayi kanan adhyam ni padik ennitt vannu chelayk
MA_YT1562	Neeyokke malayalathe inghane abhamanikkunnathilonnum oru kuzhapURL	NOT	neeyokke malayalathe inghane abhamanikkunnathilonnum oru kuzhapurl
MA_YT1563	Ente ponnu mole keralathil English ariyatha orupad aalukal und. Eniyenkilum keralathil ninte koapURL English kurayk	NOT	ente ponnu mole keralathil english ariyatha orupad aalukal und. eniyenkilum keralathil ninte koapurl english kurayk
MA_YT1564	nee podi pooooooooo mole...go to read street	OFF	nee podi pooooooooo mole.go to read street
MA_YT1565	susan john ninte ammmede nayare	OFF	susan john ninte ammmede nayare
MA_YT1566	Ninakku.. Malayalam.. arinjoodedii malaree	OFF	ninakku. malayalam. arinjoodedii malaree
MA_YT1567	Avalade koURL .Po puulle	OFF	avalade kourl .po puulle
MA_YT1568	Ne malayaliyano.malayalathil paryadi.english samsarich ennum paraj vevaram undavathilla.	OFF	ne malayaliyano.malayalathil paryadi.english samsarich ennum paraj vevaram undavathilla.
MA_YT1569	Kanjaavu adichitaanu annu paranjathu	OFF	kanjaavu adichitaanu annu paranjathu
MA_YT1570	Naayinda mole. Ninne pooril thallanundu	OFF	naayinda mole. ninne pooril thallanundu
MA_YT1571	Pode kope Ne annha valuthayi	OFF	pode kope ne annha valuthayi
MA_YT1572	Aha.. Pravasikku chernna samskaravum bhashayum.. avade thanne irunno..	NOT	aha. pravasikku chernna samskaravum bhashayum. avade thanne irunno.
MA_YT1573	ahankaram thalakk URL chilar enganaya nammude naatil ethra sthreekal pala tharathilulla peedanagal anubhavikunnu pinju kunjungal polum athinepetty enthenkilum Ivar parayunnundo	NOT	ahankaram thalakk url chilar enganaya nammude naatil ethra sthreekal pala tharathilulla peedanagal anubhavikunnu pinju kunjungal polum athinepetty enthenkilum ivar parayunnundo
MA_YT1574	raddu cinema abhichapol ulla avla chaadaa	OFF	raddu cinema abhichapol ulla avla chaadaa
MA_YT1575	Dhanushinte thuppal valich nakkiyalle nee cinimel vanne	OFF	dhanushinte thuppal valich nakkiyalle nee cinimel vanne
MA_YT1576	Onn pooyeed pulleeeeee...	OFF	onn pooyeed pulleeeeee.
MA_YT1577	Action padam femichikal irakanangil onnu alochoch nokku ...fight scene feminst cheymmo	OFF	action padam femichikal irakanangil onnu alochoch nokku .fight scene feminst cheymmo
MA_YT1578	Onnu poodeee chavarukale	OFF	onnu poodeee chavarukale
MA_YT1579	Ivalku valikka kudikkaa athinu onnum kuzyappamilaa	OFF	ivalku valikka kudikkaa athinu onnum kuzyappamilaa
MA_YT1580	beliya aalu aakan nookennu .oru koppum illa	NOT	beliya aalu aakan nookennu .oru koppum illa
MA_YT1581	Ivale thoori mezhukanam	OFF	ivale thoori mezhukanam
MA_YT1582	nee adiyum malayalam parayann padikke para koche.....	OFF	nee adiyum malayalam parayann padikke para koche.
MA_YT1583	Maithandddddddi mole ninokkum mammokante URL power ariyulllllla...................... Kasaba ke jaiiii	OFF	maithandddddddi mole ninokkum mammokante url power ariyulllllla. kasaba ke jaiiii
MA_YT1584	Ninte appane England ila nine pechede mole nee eveda nnu varunnate	OFF	ninte appane england ila nine pechede mole nee eveda nnu varunnate
MA_YT1585	Please pooomolle malayalam parayadeeeeeeee	OFF	please pooomolle malayalam parayadeeeeeeee
MA_YT1586	nee okee ithilumm valluthh kannikunnundd poooo makalleeee..	OFF	nee okee ithilumm valluthh kannikunnundd poooo makalleeee.
MA_YT1587	Poodi polayadi moole ninta oru padavum kaanunilla poore avala oru english	OFF	poodi polayadi moole ninta oru padavum kaanunilla poore avala oru english
MA_YT1588	Onnu podi pulle ninakku ndhu adhigara ulladhu kasabaye patty parayan cinema aanu	OFF	onnu podi pulle ninakku ndhu adhigara ulladhu kasabaye patty parayan cinema aanu
MA_YT1589	Podi pulle... Mammokkaye thottal kaththichukalayum...Shavam	OFF	podi pulle. mammokkaye thottal kaththichukalayum.shavam
MA_YT1590	Ninte koode irikkunna ello kankkka....	OFF	ninte koode irikkunna ello kankkka.
MA_YT1591	ninakkulla pani tharamedi poori mole adutha dhivasam muthal	OFF	ninakkulla pani tharamedi poori mole adutha dhivasam muthal
MA_YT1592	ninthe oru kootukari undallo remya nambeesan avalude chund fahad kadichu valichath neekanditiile veetile pattikkundaya thevidichi mole	OFF	ninthe oru kootukari undallo remya nambeesan avalude chund fahad kadichu valichath neekanditiile veetile pattikkundaya thevidichi mole
MA_YT1593	nee etra directorsinthe kunna oomURL ivide ellarkkum ariyum polayadi mole	OFF	nee etra directorsinthe kunna oomurl ivide ellarkkum ariyum polayadi mole
MA_YT1594	ivale kunichu nirthi kundiyil 3 kunna orumich adikkanam panna polayadi poori thallayoli kundachi poori mol	OFF	ivale kunichu nirthi kundiyil 3 kunna orumich adikkanam panna polayadi poori thallayoli kundachi poori mol
MA_YT1595	Edi para punnaramole ninte idavum valavum irikkunna poorikal parayan pattatha reethiyilellam nadanna p.........ikalanu. appo ninte karyam parayanodi. Ini melal ithupolulla thanthakku URL karyangalumayi vannekkaruthu.	OFF	edi para punnaramole ninte idavum valavum irikkunna poorikal parayan pattatha reethiyilellam nadanna p.ikalanu. appo ninte karyam parayanodi. ini melal ithupolulla thanthakku url karyangalumayi vannekkaruthu.
MA_YT1596	Oru nadan Oru character ineyaan abhinayich kaanikkunnath Appo silk smithayude jeevidhavam abhinayichavaro	NOT	oru nadan oru character ineyaan abhinayich kaanikkunnath appo silk smithayude jeevidhavam abhinayichavaro
MA_YT1597	Podi nayinte mole kure vedikalumayi erunnu nee enthadi para vedi chilaykunnathu rimma is very dangerous vedi	OFF	podi nayinte mole kure vedikalumayi erunnu nee enthadi para vedi chilaykunnathu rimma is very dangerous vedi
MA_YT1598	Sontham vargathe paranjappol ninaku chorinjo	OFF	sontham vargathe paranjappol ninaku chorinjo
MA_YT1599	Ninte veettu kare poyi vilikkad narriii	OFF	ninte veettu kare poyi vilikkad narriii
MA_YT1600	Ninte thallede aaranngilumano	OFF	ninte thallede aaranngilumano
MA_YT1601	evalkku mola kanichokkai abhinayikaam	OFF	evalkku mola kanichokkai abhinayikaam
MA_YT1602	onu poyedi , ninte thandha aara? English mathayiyo, avlda ammeda English	OFF	onu poyedi , ninte thandha aara? english mathayiyo, avlda ammeda english
MA_YT1603	Kure oolakalerangiyekkanoo	OFF	kure oolakalerangiyekkanoo
MA_YT1604	Pooriude kuthi adiche potikaname ikka uyire	OFF	pooriude kuthi adiche potikaname ikka uyire
MA_YT1605	Serikkum ningalkku entha kuzhappam chechi	NOT	serikkum ningalkku entha kuzhappam chechi
MA_YT1606	Ith vare najn ee parvathiyude fan aayirunnu but ippo mammootiyee paranjeppo I realy hate this actress. Mr parvathi than janikkunathinu mumb cinemeelulla aaleyaano nee acting padipURL nee aadhyam cinimayee cinimayayi kaanan padikk. Ningal koree sadhaajarakkar onn poodi	NOT	ith vare najn ee parvathiyude fan aayirunnu but ippo mammootiyee paranjeppo i realy hate this actress. mr parvathi than janikkunathinu mumb cinemeelulla aaleyaano nee acting padipurl nee aadhyam cinimayee cinimayayi kaanan padikk. ningal koree sadhaajarakkar onn poodi
MA_YT1607	Ninte ammedea okke myru podi pullukaleðŸ–•ðŸ–•ðŸ–•ðŸ–•	OFF	ninte ammedea okke myru podi pullukaleðÿ–•ðÿ–•ðÿ–•ðÿ–•
MA_YT1608	Innalai kilirtha kurai kochammamaryum vichondu nanamillallode iganai parayan ,URL avaludai oru respect ninokokai onnum idathai abhaniyikkam athinu kuzhapamilla ,onnnu pooodiiiii olllllai	OFF	innalai kilirtha kurai kochammamaryum vichondu nanamillallode iganai parayan ,url avaludai oru respect ninokokai onnum idathai abhaniyikkam athinu kuzhapamilla ,onnnu pooodiiiii olllllai
MA_YT1609	bollywood kityapo onne pongiyath ane..moonji	OFF	bollywood kityapo onne pongiyath ane.moonji
MA_YT1610	Nthokkyoooo paryaaa.......parvathikku polm aryilaaa.nthaa udheshkneenn	NOT	nthokkyoooo paryaaa.parvathikku polm aryilaaa.nthaa udheshkneenn
MA_YT1611	endh oolayaadoo ...malayalatti para	OFF	endh oolayaadoo .malayalatti para
MA_YT1612	edaaaneee eee oolaaal i what me u how pee koooo thalllachiyaaal poodeeee cinimaye cinimayaakkkkkk	OFF	edaaaneee eee oolaaal i what me u how pee koooo thalllachiyaaal poodeeee cinimaye cinimayaakkkkkk
MA_YT1613	Epool awide padam onnum Elle aarckum...onnu sinimaye sinima aaayi kanan Srmikugah	NOT	epool awide padam onnum elle aarckum.onnu sinimaye sinima aaayi kanan srmikugah
MA_YT1614	Evide ettaneyum ikkayeyum kazijitee ethu oruthanum oruthiyum ullu..etheepole erakiya vtl erikendi varum	OFF	evide ettaneyum ikkayeyum kazijitee ethu oruthanum oruthiyum ullu.etheepole erakiya vtl erikendi varum
MA_YT1615	Ninte thantha Pooody kooopppe	OFF	ninte thantha pooody kooopppe
MA_YT1616	Ini ivadekke oru cinemayum kaanan pothilla	OFF	ini ivadekke oru cinemayum kaanan pothilla
MA_YT1617	Cinemelu kaanikkunnadhinokke, kodeem URL pinne ellaa scriptum ore achil vaarthadhaavum.	NOT	cinemelu kaanikkunnadhinokke, kodeem url pinne ellaa scriptum ore achil vaarthadhaavum.
MA_YT1618	Eekanakinu mamoka engananekil avastha engil, Sri Bharat Balan K Nair thande Ella cinemayilum penninde pavada uurichu bikini kamichu rape cheyuna scene unde. Athine patti endanu nigalude. Abiprayam	NOT	eekanakinu mamoka engananekil avastha engil, sri bharat balan k nair thande ella cinemayilum penninde pavada uurichu bikini kamichu rape cheyuna scene unde. athine patti endanu nigalude. abiprayam
MA_YT1619	Enna URL naatile ella prasnangallum pariherikeruthayiyirunnille	NOT	enna url naatile ella prasnangallum pariherikeruthayiyirunnille
MA_YT1620	Oru cinema kand mathram nammal angane akumo? Illa..athinu example aanu hero jayikkumpol theatre il ninn uyarunna kayyadikal.. enthoke kandalm nammude ullil basic ayi oru nanma und..	NOT	oru cinema kand mathram nammal angane akumo? illa.athinu example aanu hero jayikkumpol theatre il ninn uyarunna kayyadikal. enthoke kandalm nammude ullil basic ayi oru nanma und.
MA_YT1621	Oru kayudha parayanum....adh ket kayi adikaan kore thenddi gal....ee nhayinde molk vere pani onhum ille....URLðŸ–•ðŸ–•ðŸ–•ðŸ–•	OFF	oru kayudha parayanum.adh ket kayi adikaan kore thenddi gal.ee nhayinde molk vere pani onhum ille.urlðÿ–•ðÿ–•ðÿ–•ðÿ–•
MA_YT1622	Ayyyyeeeee .. nee ithrakkum pottaya ....	NOT	ayyyyeeeee . nee ithrakkum pottaya .
MA_YT1623	Cinemakku vendi thante jeevitham uzhinju vacha mahanadanmarekkurichu parayumbol athinulla arhathayundo ennu orkkane sister.Ninakku bathicha english maniyakku chanakathil mukkiya choolinte URL marannu.inganepoyal athu malayalikal tharum ðŸ˜†	OFF	cinemakku vendi thante jeevitham uzhinju vacha mahanadanmarekkurichu parayumbol athinulla arhathayundo ennu orkkane sister.ninakku bathicha english maniyakku chanakathil mukkiya choolinte url marannu.inganepoyal athu malayalikal tharum ðÿ˜†
MA_YT1624	Ivalu saipURL undayathano ivalokke ennanu Malayala cinema kaanan thudangiyathu	OFF	ivalu saipurl undayathano ivalokke ennanu malayala cinema kaanan thudangiyathu
MA_YT1625	Yinnale cinema yil vannathe ullu avalude Jaada kandille.......	OFF	yinnale cinema yil vannathe ullu avalude jaada kandille.
MA_YT1626	Ingi mariyaanilokke nthakkiyata	OFF	ingi mariyaanilokke nthakkiyata
MA_YT1627	Parvady paranjade correct ane.but adine mammookaye paranjade shariyayilla	NOT	parvady paranjade correct ane.but adine mammookaye paranjade shariyayilla
MA_YT1628	nee aaru sayipURL mola nammal malayalikal aanu	OFF	nee aaru sayipurl mola nammal malayalikal aanu
MA_YT1629	Enna jadaya..? Kunnamkulam govt schoolil padicha allanu English parayanee...evalkonnum Malayalam ariyille..?	OFF	enna jadaya.? kunnamkulam govt schoolil padicha allanu english parayanee.evalkonnum malayalam ariyille.?
MA_YT1630	Ningal telugu film kandatt malayalathe paranja mathi....avdthe cinemayile penninte kathapathram is alyways item girl.....athra dhuranthamallalo malayalam filmle representation......Ella buji kazhayanmarkkum malayalam mosham,mattu sthalam nallath.....	NOT	ningal telugu film kandatt malayalathe paranja mathi.avdthe cinemayile penninte kathapathram is alyways item girl.athra dhuranthamallalo malayalam filmle representation.ella buji kazhayanmarkkum malayalam mosham,mattu sthalam nallath.
MA_YT1631	Podi adhyam nee nannavu poo m????????????	OFF	podi adhyam nee nannavu poo m????????????
MA_YT1632	Ikka fanzinoda e n....mole kalu	OFF	ikka fanzinoda e n.mole kalu
MA_YT1633	My story yile parvathy song 18 vayass thikayaatha aankuttikalk kaanaan pattumo...	OFF	my story yile parvathy song 18 vayass thikayaatha aankuttikalk kaanaan pattumo.
MA_YT1634	parvathi aa cinema moshamaakatte nallathaakatte athu kayinjit ippo ethra naaalaayi... verthe swantham paallu kuthi nnaattikkaano	NOT	parvathi aa cinema moshamaakatte nallathaakatte athu kayinjit ippo ethra naaalaayi. verthe swantham paallu kuthi nnaattikkaano
MA_YT1635	Oru wcc undu kure pennunghal joli illathe iranghikolum go work for your family make some money	OFF	oru wcc undu kure pennunghal joli illathe iranghikolum go work for your family make some money
MA_YT1636	Movie name parayan paranjhthu geethu mohandas lol	NOT	movie name parayan paranjhthu geethu mohandas lol
MA_YT1637	Ivalku endha malayalam ariyilleðŸ˜	OFF	ivalku endha malayalam ariyilleðÿ˜
MA_YT1638	Dee koppe nee valiya nala aal ninte filmil nee dhanush ne kiss cheyunilee eeh URL Kali ittile eeeeh ulup ind do deeee ninak oru randu padam hit aayi pinna Hindi filmil abhinayichappo Jada kudiyo???? Nee oru zero aan	OFF	dee koppe nee valiya nala aal ninte filmil nee dhanush ne kiss cheyunilee eeh url kali ittile eeeeh ulup ind do deeee ninak oru randu padam hit aayi pinna hindi filmil abhinayichappo jada kudiyo???? nee oru zero aan
MA_YT1639	Cinema ye cinema ayi kandal pore......angine think cheythal theeravuna problame ee chechikum ullu ennu thonunu	NOT	cinema ye cinema ayi kandal pore.angine think cheythal theeravuna problame ee chechikum ullu ennu thonunu
MA_YT1640	onn podi koch......ennalla vanna neeya cinema patti parayunne	OFF	onn podi koch.ennalla vanna neeya cinema patti parayunne
MA_YT1641	First Malayalam padik ennittakam	NOT	first malayalam padik ennittakam
MA_YT1642	avide erikunnath ellam prostitute	OFF	avide erikunnath ellam prostitute
MA_YT1643	ennale irangiya movie allallo sister., eppolano issues irakkan thoniyathu	OFF	ennale irangiya movie allallo sister., eppolano issues irakkan thoniyathu
MA_YT1644	shami nt avru marichunpoyal URL malayalam cinema poottikkettumayirikkum.. phew	OFF	shami nt avru marichunpoyal url malayalam cinema poottikkettumayirikkum. phew
MA_YT1645	Onnum manasilayillaaaa.... Ithrem pandithyam ayyyooo... English medium aaanennu thonnunnu	NOT	onnum manasilayillaaaa. ithrem pandithyam ayyyooo. english medium aaanennu thonnunnu
MA_YT1646	3perum nalla aalukala..role model aaa..keralam vittal neyokhe nthuva kaniekhune..cinemaye athupole kananm..oru english..	NOT	3perum nalla aalukala.role model aaa.keralam vittal neyokhe nthuva kaniekhune.cinemaye athupole kananm.oru english.
MA_YT1647	ivalkendhumaavam jaadekaari	OFF	ivalkendhumaavam jaadekaari
MA_YT1648	Jerrin Joy athe kasaba.enna padam ippa aanangaleppatti aayalum offensive aayene	NOT	jerrin joy athe kasaba.enna padam ippa aanangaleppatti aayalum offensive aayene
MA_YT1649	Thanik kandavanta koode liplock cheyyaaaam ooole	OFF	thanik kandavanta koode liplock cheyyaaaam ooole
MA_YT1650	polaydi parvathy ikkane parayan NE aara pooori mole.. ikkane kuda Chance kitathe kond ano.. ikka Vera level ane.. URL githu mohandas Aval onum Malayalam cinemale kanar illa..URL areude kunna munjan ane ival allem verunnad	OFF	polaydi parvathy ikkane parayan ne aara pooori mole. ikkane kuda chance kitathe kond ano. ikka vera level ane. url githu mohandas aval onum malayalam cinemale kanar illa.url areude kunna munjan ane ival allem verunnad
MA_YT1651	Ee dash molude ee varthamanam okke kaaranam thanna Dileep matte case'il niraparadhi aakanam ennu bhooribagavum aagrahikunnathu. Kalla kootangal.	OFF	ee dash molude ee varthamanam okke kaaranam thanna dileep matte case'il niraparadhi aakanam ennu bhooribagavum aagrahikunnathu. kalla kootangal.
MA_YT1652	Super starsine cinemayil ninnu thanne vimarsikaan nalla dhairyam venam.	NOT	super starsine cinemayil ninnu thanne vimarsikaan nalla dhairyam venam.
MA_YT1653	Aela ival maryan tamil Filmil oru kiss sceene. Undalo,	NOT	aela ival maryan tamil filmil oru kiss sceene. undalo,
MA_YT1654	ennalethe mazhayil mullacha sadhanam	OFF	ennalethe mazhayil mullacha sadhanam
MA_YT1655	Hookah valichu interwe chaith ni ano samuhathin nallath padiURL mola hindi cinema ninna kaividum okkk njagal ninna puramkalu kondu thozikkum	OFF	hookah valichu interwe chaith ni ano samuhathin nallath padiurl mola hindi cinema ninna kaividum okkk njagal ninna puramkalu kondu thozikkum
MA_YT1656	Innale motteeen virinha nee ikkande muvikitt undakalle ponnu polayali mole .nee pani chodhich medikkalle .ikkayum lalettanum malayalikalude oru ahankaraman .avarkitt ondakkalle .ninneyoke aaradi ennathil kootunnath .malayala cinimayil neeyonnum onnum aayittilla .ippo neeyoke aalkoottathil oralaan .kettodi mole .entho ninde .name .marannallo .athreyollu nee .ketto	OFF	innale motteeen virinha nee ikkande muvikitt undakalle ponnu polayali mole .nee pani chodhich medikkalle .ikkayum lalettanum malayalikalude oru ahankaraman .avarkitt ondakkalle .ninneyoke aaradi ennathil kootunnath .malayala cinimayil neeyonnum onnum aayittilla .ippo neeyoke aalkoottathil oralaan .kettodi mole .entho ninde .name .marannallo .athreyollu nee .ketto
MA_YT1657	Evalkkippo aa moviyil chanse kittiyirunnel evalithoke parayoo Punnara mole	OFF	evalkkippo aa moviyil chanse kittiyirunnel evalithoke parayoo punnara mole
MA_YT1658	Ho pandithanmaranennu thonnonnu. Kettille. Hohoho	OFF	ho pandithanmaranennu thonnonnu. kettille. hohoho
MA_YT1659	Neee. Aarady. Mammukka. Kuttam. Parayan	OFF	neee. aarady. mammukka. kuttam. parayan
MA_YT1660	ninakku.vere.pani.onnum.illady....badayi.banglavu.ni.aradi.sayipURL	OFF	ninakku.vere.pani.onnum.illady.badayi.banglavu.ni.aradi.sayipurl
MA_YT1661	URL ne evide ettiyenna vechram oru local heroin atre olle	OFF	url ne evide ettiyenna vechram oru local heroin atre olle
MA_YT1662	Nee aredi mole mammoottyepatti kuttan parayaan oru awardokke kittiyappol nee valya sambava ennu thonnunnundo poyi tharathil poyi kalikkadi...	OFF	nee aredi mole mammoottyepatti kuttan parayaan oru awardokke kittiyappol nee valya sambava ennu thonnunnundo poyi tharathil poyi kalikkadi.
MA_YT1663	ennal inimuthal ella padathilum sthreekalude kashtappaad mathram kaanikka	OFF	ennal inimuthal ella padathilum sthreekalude kashtappaad mathram kaanikka
MA_YT1664	Youtubel adichu nokiya mathiya e kaalumel kaal eduth vechekunna chechimarude film videos kanan.Ennita konavathikaram dialog adikunne.Filmne film aait kanadi oole	OFF	youtubel adichu nokiya mathiya e kaalumel kaal eduth vechekunna chechimarude film videos kanan.ennita konavathikaram dialog adikunne.filmne film aait kanadi oole
MA_YT1665	Than ara cinemaye pati adikarikamayi parayan cinema directorude creativity anu	NOT	than ara cinemaye pati adikarikamayi parayan cinema directorude creativity anu
MA_YT1666	evalaru sayipURL	OFF	evalaru sayipurl
MA_YT1667	Kora feminist iragithund pennugaluda vilakalayan	OFF	kora feminist iragithund pennugaluda vilakalayan
MA_YT1668	prtm machans athyam feminist inthe aratham poyi padikkada thendi	OFF	prtm machans athyam feminist inthe aratham poyi padikkada thendi
MA_YT1669	onju po oale.. Rand padam hitayi nnuvechh.. ikkanod kalikkan nikkanda	OFF	onju po oale. rand padam hitayi nnuvechh. ikkanod kalikkan nikkanda
MA_YT1670	nee sahipURL undayathaa englishai parayoo	OFF	nee sahipurl undayathaa englishai parayoo
MA_YT1671	Podi poorimola Ni poyi chavadi tayolichi	OFF	podi poorimola ni poyi chavadi tayolichi
MA_YT1672	ninakku venel abhinayichal mathiyedi. Bldy idiot..who u r the stupURL shut ur bldy mouth nonscence....	OFF	ninakku venel abhinayichal mathiyedi. bldy idiot.who u r the stupurl shut ur bldy mouth nonscence.
MA_YT1673	@USER vinod gr ithinidayilum vargeeyatha enthin vilambanam. Ith ath mayi bandhapetta ory case allalo.Ennalum kuthithirupp indakane. Enthan ingane sahodara	NOT	user vinod gr ithinidayilum vargeeyatha enthin vilambanam. ith ath mayi bandhapetta ory case allalo.ennalum kuthithirupp indakane. enthan ingane sahodara
MA_YT1674	Shari sir sir eaveda nenuanooo?	NOT	shari sir sir eaveda nenuanooo?
MA_YT1675	thekkanem moorkkanem kandal thekkane aadyam thallikollanam ennu parayunnadu ethra correct aanu	OFF	thekkanem moorkkanem kandal thekkane aadyam thallikollanam ennu parayunnadu ethra correct aanu
MA_YT1676	Yenthayalaum nammal vadakullavare pole thupal velavum bombum undakillla	OFF	yenthayalaum nammal vadakullavare pole thupal velavum bombum undakillla
MA_YT1677	Vaatu koodiyath kandille chettan	NOT	vaatu koodiyath kandille chettan
MA_YT1678	Trivandrum kollam..thalasthanam...thekkanmaru kallanmaru ennu parayunnathu neranu..Evan barthavano..broker ano.. Avanda ammaya avanda friendsinu kootikodukum. Ah URLðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ 	OFF	trivandrum kollam.thalasthanam.thekkanmaru kallanmaru ennu parayunnathu neranu.evan barthavano.broker ano. avanda ammaya avanda friendsinu kootikodukum. ah urlðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜ ðÿ˜
MA_YT1679	ðŸ™engotta keralathinte pokku..??? Ennum oro news kettu pediyavunu	NOT	ðÿ™engotta keralathinte pokku.??? ennum oro news kettu pediyavunu
MA_YT1680	Keralathil ninn madyam nirthalakanm	NOT	keralathil ninn madyam nirthalakanm
MA_YT1681	Madhyam kittathe marikkanenkil marikkatteeee	NOT	madhyam kittathe marikkanenkil marikkatteeee
MA_YT1682	Madhyamanu pala neecha pravarthanakkum karanam	NOT	madhyamanu pala neecha pravarthanakkum karanam
MA_YT1683	Dislike adichavarakum peedipURL	NOT	dislike adichavarakum peedipurl
MA_YT1684	Ithrem nalum kozhikod ayirunu ipo kollam thiruvananthapuram kottayam entha district adisthanathil anallo ipo crimanilism	NOT	ithrem nalum kozhikod ayirunu ipo kollam thiruvananthapuram kottayam entha district adisthanathil anallo ipo crimanilism
MA_YT1685	E jananhalle kadit Corona k thane nannamakonnudakumðŸ¤¢	NOT	e jananhalle kadit corona k thane nannamakonnudakumðÿ¤¢
MA_YT1686	auto driver noufal pokkkiyooooo	NOT	auto driver noufal pokkkiyooooo
MA_YT1687	Avanmarude 'Andi' vettanam....	OFF	avanmarude 'andi' vettanam.
MA_YT1688	Avane thach kollanam	OFF	avane thach kollanam
MA_YT1689	Pennungal keralathil byangara krooratha anubavikunnu.....ettavum vidyabyasam..kooduthal puththe ulla alugal anallo...bengaligal ethrayo betham ennu thonunnu...	NOT	pennungal keralathil byangara krooratha anubavikunnu.ettavum vidyabyasam.kooduthal puththe ulla alugal anallo.bengaligal ethrayo betham ennu thonunnu.
MA_YT1690	URL beverage thurannu..kolabathagam.. balalsangam.... Lockdown indayapol ellavarum sugamayi jevichu..kuttangal onnumilla..ðŸ™„	OFF	url beverage thurannu.kolabathagam. balalsangam. lockdown indayapol ellavarum sugamayi jevichu.kuttangal onnumilla.ðÿ™„
MA_YT1691	Keralam lajjjjikkkunnu URL kku enghineyum ghajanavu nirakkanam	OFF	keralam lajjjjikkkunnu url kku enghineyum ghajanavu nirakkanam
MA_YT1692	Ithinu URL enthaada cheythe	NOT	ithinu url enthaada cheythe
MA_YT1693	Avane kondu aval kalipURL	OFF	avane kondu aval kalipurl
MA_YT1694	@USER S aa ithu polulavnmaar rahnaye kuttam parayumbol aan avale support cheyaan thonnunath..	NOT	user s aa ithu polulavnmaar rahnaye kuttam parayumbol aan avale support cheyaan thonnunath.
MA_YT1695	@USER kiran ithu kondu ningal ithuvare illatha enthu samskaramanu Ketty padukkan udheshikkunnath... Cheetha karyangale vimarshikkunnathu oru thettano.... Kashtam	NOT	user kiran ithu kondu ningal ithuvare illatha enthu samskaramanu ketty padukkan udheshikkunnath. cheetha karyangale vimarshikkunnathu oru thettano. kashtam
MA_YT1696	Bibin Sunny avalluda kuttiyalla pangalla pannum nalla namukadum kanaandivarum v se	OFF	bibin sunny avalluda kuttiyalla pangalla pannum nalla namukadum kanaandivarum v se
MA_YT1697	@USER is Love samooha madhyamangalil post cheythathinod njan yojikkunnilla	NOT	user is love samooha madhyamangalil post cheythathinod njan yojikkunnilla
MA_YT1698	Sthree shareerathinde verum kaamathin vendiyullathaanenn maathram karutharuth mister	NOT	sthree shareerathinde verum kaamathin vendiyullathaanenn maathram karutharuth mister
